pl_name,pl_letter,pl_rade,pl_masse,pl_dens,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_spectype,disc_year,discoverymethod,disc_facility,tran_flag,ra,dec,planet_size_class,discovery_era,habitable_candidate
Kepler-208 b,b,1.557,,,4.22864988,,664.2,6054.0,1.234,1.082,,2014,Transit,Kepler,1,293.8901979,42.5279413,Super-Earth,2010–2015,False
Kepler-898 b,b,1.38,,,5.8706191,603.0,31.34,4187.0,0.57,0.59,,2016,Transit,Kepler,1,286.5854116,46.8708877,Super-Earth,2016+,False
K2-75 b,b,2.54862479,,,7.817949,,,6022.0,1.238022,1.173509,,2016,Transit,K2,1,338.844896,-7.469895,Neptune-like,2016+,False
Kepler-105 c,c,1.65,,,7.12594591,,,6082.0,1.16,1.11,,2014,Transit,Kepler,1,287.8872376,46.2761224,Super-Earth,2010–2015,False
Kepler-136 b,b,2.06,,,11.57890926,951.0,193.48,6156.0,1.303,1.193,,2014,Transit,Kepler,1,296.4673039,42.5987984,Neptune-like,2010–2015,False
K2-209 b,b,0.86850263,,,2.080615,,,4720.0,0.712365,0.74479,,2018,Transit,K2,1,14.6903464,1.382807,Earth-like,2016+,False
Kepler-418 b,b,9.88,,,86.67855186,446.0,9.37,6177.0,1.043,1.039,,2014,Transit,Kepler,1,294.4335228,38.3554729,Gas Giant,2010–2015,False
Kepler-403 b,b,1.774,,,7.03144308,,,,,1.299,,2014,Transit,Kepler,1,289.9214256,46.7445267,Super-Earth,2010–2015,False
Kepler-1012 b,b,1.29,,,5.50860439,,,5556.0,0.91,0.95,,2016,Transit,Kepler,1,289.2962253,46.4579889,Super-Earth,2016+,False
Kepler-179 c,c,2.52,,,6.400157105,810.0,101.72,5299.0,0.766,0.856,,2014,Transit,Kepler,1,298.6636163,47.7619329,Neptune-like,2010–2015,False
Kepler-1354 b,b,3.4,,,,,18.86,6170.0,1.34,,,2016,Transit,Kepler,1,291.2451266,37.7590079,Neptune-like,2016+,False
Kepler-1717 b,b,2.3,,,30.65268,751.0,,6858.0,1.3,1.33,,2021,Transit,Kepler,1,295.2126472,49.56216,Neptune-like,2016+,False
Kepler-83 d,d,1.81,,,5.169809946,567.0,24.43,3893.0,0.52,0.54,,2014,Transit,Kepler,1,282.2325197,43.6655662,Super-Earth,2010–2015,False
Kepler-1398 b,b,0.9,,,2.78815679,,,6126.0,1.18,1.13,,2016,Transit,Kepler,1,294.8661073,48.6389923,Earth-like,2016+,False
Kepler-859 b,b,2.87,,,20.38177573,519.0,17.11,5100.0,0.714,0.785,,2016,Transit,Kepler,1,286.7418337,43.1901197,Neptune-like,2016+,False
Kepler-1694 b,b,1.17986031,,,3.89526,,,4954.0,0.756284,0.82,,2020,Transit,Kepler,1,293.7936339,40.241023,Earth-like,2016+,False
Kepler-352 c,c,1.25,,,16.33269854,583.0,27.22,5238.0,0.752,0.836,,2014,Transit,Kepler,1,299.8966237,46.0519022,Super-Earth,2010–2015,False
Kepler-906 b,b,2.181,,,,,21.987,5956.0,1.041,,,2016,Transit,Kepler,1,291.4055614,40.1254254,Neptune-like,2016+,False
Kepler-327 d,d,2.66,,,,,6.141,3837.0,0.541,0.58,,2014,Transit,Kepler,1,292.6422963,44.0876251,Neptune-like,2010–2015,False
Kepler-176 d,d,2.51,,,25.751974,,,5232.0,0.891,,,2014,Transit,Kepler,1,294.6679021,43.8532104,Neptune-like,2010–2015,False
Kepler-1907 b,b,0.83,,,5.652507,837.0,,5142.0,0.78,0.759,,2021,Transit,Kepler,1,280.7085829,47.3279236,Earth-like,2016+,False
Kepler-816 b,b,9.41,,,10.506825646,669.0,47.48,5122.0,0.784,0.859,,2016,Transit,Kepler,1,293.3628165,39.2124394,Gas Giant,2016+,False
Kepler-1404 b,b,1.89,,,15.9314739,606.0,31.8,5385.0,0.741,0.778,,2016,Transit,Kepler,1,296.0094827,50.4983929,Super-Earth,2016+,False
Kepler-1329 b,b,2.05,,,9.33646594,577.0,26.22,4442.0,0.648,0.637,,2016,Transit,Kepler,1,281.6476437,48.2709523,Neptune-like,2016+,False
Kepler-1023 b,b,2.78,,,62.1387714,426.0,7.75,5576.0,0.929,1.031,,2016,Transit,Kepler,1,289.0297232,49.7697034,Neptune-like,2016+,False
Kepler-219 c,c,3.17,,,,,54.105,5873.0,1.18,,,2014,Transit,Kepler,1,288.7389481,46.7625929,Neptune-like,2010–2015,False
Kepler-461 b,b,2.69,,,8.313783059,886.0,145.51,5900.0,0.951,1.065,,2016,Transit,Kepler,1,292.2490563,46.1647909,Neptune-like,2016+,False
Kepler-1798 b,b,1.91,,,16.86,,,,,,,2021,Transit,Kepler,1,291.7262251,37.528968,Super-Earth,2016+,False
Kepler-1146 b,b,1.35,,,2.352265797,1027.0,262.82,4816.0,0.757,0.82,,2016,Transit,Kepler,1,286.716712,47.425658,Super-Earth,2016+,False
Kepler-514 b,b,1.72,,,5.65179605,,,6106.0,1.44,1.28,,2016,Transit,Kepler,1,286.2471739,50.2423694,Super-Earth,2016+,False
Kepler-1802 b,b,1.71,,,7.72513619,581.0,26.91,4245.0,0.637,0.649,,2021,Transit,Kepler,1,300.2420869,44.1412854,Super-Earth,2016+,False
Kepler-1428 b,b,1.95,,,10.67607169,1141.0,401.26,6409.0,1.622,1.151,,2016,Transit,Kepler,1,297.6422563,49.594958,Super-Earth,2016+,False
Kepler-1736 b,b,2.33,,,37.8102649,566.0,24.27,6085.0,0.973,0.976,,2021,Transit,Kepler,1,289.7766991,38.2622374,Neptune-like,2016+,False
Kepler-317 b,b,2.4,,,5.52417517,,,5805.0,1.05,1.04,,2014,Transit,Kepler,1,294.9438822,39.0320499,Neptune-like,2010–2015,False
Kepler-92 b,b,3.63,,,13.74883059,975.0,213.84,5862.0,1.67,1.142,,2013,Transit,Kepler,1,289.0860607,41.5630224,Neptune-like,2010–2015,False
TOI-776 c,c,2.02,5.3,3.5,15.6653,415.0,4.9,3709.0,0.538,0.544,M1 V,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,178.577997,-37.5533568,Neptune-like,2016+,False
Kepler-612 b,b,2.48,,,3.72218,1050.0,,5624.0,0.82,0.93,,2016,Transit,Kepler,1,291.3546278,45.7478551,Neptune-like,2016+,False
Kepler-275 c,c,3.42,,,16.08832318,875.0,138.64,6157.0,1.33,1.08,,2014,Transit,Kepler,1,292.4797004,38.5149018,Neptune-like,2010–2015,False
HATS-8 b,b,9.785457,46.08535,0.277,3.583893,,,5679.0,1.086,1.056,,2015,Transit,HATSouth,1,294.9416887,-25.7483655,Gas Giant,2010–2015,False
Kepler-1636 b,b,3.23,,,425.47785,,,5797.0,1.02,1.01,,2016,Transit,Kepler,1,294.0575681,46.4409844,Neptune-like,2016+,False
Kepler-257 d,d,5.34,,,24.66461416,567.0,24.53,5188.0,0.973,0.868,,2014,Transit,Kepler,1,297.3159994,46.0232642,Neptune-like,2010–2015,False
Kepler-401 d,d,2.57,,,184.262741,380.0,4.93,6115.0,1.291,1.077,,2016,Transit,Kepler,1,290.0827494,50.8634361,Neptune-like,2016+,False
Kepler-674 b,b,1.32,,,2.243381847,685.0,52.11,3741.0,0.45,0.47,,2016,Transit,Kepler,1,285.1761864,50.1496897,Super-Earth,2016+,False
Kepler-172 e,e,2.41,,,35.1185226,549.0,21.4,5583.0,1.007,0.903,,2014,Transit,Kepler,1,283.3684093,41.821839,Neptune-like,2010–2015,False
Kepler-870 b,b,2.52,,,21.3588236,691.0,53.89,6170.0,0.992,1.063,,2016,Transit,Kepler,1,295.4025625,50.4785992,Neptune-like,2016+,False
Kepler-726 b,b,2.874,,,,,25.296,5493.0,0.782,,,2016,Transit,Kepler,1,291.7172776,44.8873466,Neptune-like,2016+,False
Kepler-542 b,b,1.625,,,,,61.573,5476.0,0.907,,,2016,Transit,Kepler,1,292.2149697,38.5485469,Super-Earth,2016+,False
Kepler-76 b,b,10.7011777,,,1.54493336287,1991.47,3717.1992,6136.25,1.4874,,,2013,Orbital Brightness Modulation,Kepler,1,294.1921185,39.6189727,Gas Giant,2010–2015,False
Kepler-325 c,c,3.33,,,12.76224947,783.0,89.04,5749.0,0.982,0.892,,2014,Transit,Kepler,1,289.8354219,49.825607,Neptune-like,2010–2015,False
Kepler-749 b,b,3.212,,,,,24.631,4704.0,0.789,,,2016,Transit,Kepler,1,299.8973341,43.9040667,Neptune-like,2016+,False
Kepler-1853 b,b,1.38,,,48.8874292,385.0,5.21,4930.0,0.732,0.707,,2021,Transit,Kepler,1,284.7478834,46.3735415,Super-Earth,2016+,False
Kepler-1021 b,b,1.96,,,13.47472742,634.0,38.21,5395.0,0.734,0.821,,2016,Transit,Kepler,1,295.2048999,42.5596699,Super-Earth,2016+,False
Kepler-337 c,c,1.89,,,9.69315023,1017.0,253.08,5683.0,1.472,1.014,,2014,Transit,Kepler,1,290.0605123,47.1639533,Super-Earth,2010–2015,False
Kepler-1468 c,c,1.07,,,3.54553021,1215.0,515.05,5973.0,0.976,1.019,,2016,Transit,Kepler,1,293.5198289,41.2773671,Earth-like,2016+,False
HAT-P-2 b,b,12.3,2828.6,7.3,5.6,1700.0,,6300.0,,,F8 V,2007,Transit,HATNet,1,245.1514324,41.0479601,Gas Giant,Pre-2010,False
Kepler-1052 c,c,2.36800003,,,180.9259949,,,5818.0,0.848,0.937,,2023,Transit,Kepler,1,295.34273,46.6022134,Neptune-like,2016+,False
Kepler-1978 b,b,2.85,,,10.849813,651.0,,5214.0,0.72,0.824,,2023,Transit,Kepler,1,286.0067312,38.0095407,Neptune-like,2016+,False
Kepler-386 b,b,1.26,,,12.3102846,638.0,39.15,5177.0,0.746,0.77,,2014,Transit,Kepler,1,289.8589165,48.6938077,Super-Earth,2010–2015,False
Kepler-603 c,c,10.319,,,,,10.823,5854.0,1.602,,,2016,Transit,Kepler,1,294.2809679,42.2909295,Gas Giant,2016+,False
Kepler-273 c,c,1.63,,,8.014957,860.0,,5682.0,0.9,0.916,,2014,Transit,Kepler,1,291.3021458,47.6976573,Super-Earth,2010–2015,False
TOI-1064 b,b,2.587,13.5,4.30062,6.443868,784.0,62.9,4734.0,0.726,0.748,,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),1,296.0039349,-47.5620305,Neptune-like,2016+,False
Kepler-648 b,b,2.85,,,17.4211749,661.0,45.2,5796.0,0.871,0.966,,2016,Transit,Kepler,1,283.8996207,45.0169137,Neptune-like,2016+,False
Kepler-444 c,c,0.39,,,4.545878442,799.0,96.19,5032.0,0.593,0.618,,2015,Transit,Kepler,1,289.7528323,41.631884,Earth-like,2010–2015,False
KPS-1 b,b,10.1999,,,1.7063264,1091.0,235.772,4974.0,0.9,,,2018,Transit,Acton Sky Portal Observatory,1,165.167198,64.9638452,Gas Giant,2016+,False
Kepler-50 b,b,1.542,,6.04982,7.8128584,,,,,1.154,,2012,Transit,Kepler,1,288.1009312,50.0336844,Super-Earth,2010–2015,False
Kepler-889 b,b,1.1,,,3.74443645,1328.0,736.89,5876.0,1.293,1.132,,2016,Transit,Kepler,1,291.467454,50.7595597,Earth-like,2016+,False
Kepler-251 b,b,1.33,,,4.790936,,,5526.0,0.89,,,2014,Transit,Kepler,1,296.5662171,44.1058077,Super-Earth,2010–2015,False
Kepler-33 f,f,4.15,25.2,,41.028,,,,1.694,1.1,,2011,Transit,Kepler,1,289.0775348,46.0051696,Neptune-like,2010–2015,False
Kepler-186 e,e,1.27,,,22.407704,,,3788.0,0.472,0.478,M1,2014,Transit,Kepler,1,298.652736,43.9549884,Super-Earth,2010–2015,False
OGLE-TR-111 b,b,11.265045,168.4499,0.6,4.014484,,,,0.83,0.82,,2004,Transit,OGLE,1,163.324115,-61.4056976,Gas Giant,Pre-2010,False
TOI-1062 b,b,2.30057,,,4.1150576,826.0,77.3573,5394.0,0.89,,,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1,38.1209678,-78.0236828,Neptune-like,2016+,False
Kepler-372 b,b,1.534,,,6.84976206,,384.4,6121.0,1.249,1.037,,2014,Transit,Kepler,1,291.2562253,49.2589288,Super-Earth,2010–2015,False
HATS-47 b,b,12.520453,117.27927,0.331,3.9228038,852.9,87.73,4512.0,0.6564,0.674,,2020,Transit,HATSouth,1,287.4844021,-49.6649424,Gas Giant,2016+,False
Kepler-351 c,c,3.26,,,57.2486691,430.0,8.08,5646.0,0.841,0.914,,2014,Transit,Kepler,1,286.4527949,42.6577891,Neptune-like,2010–2015,False
Kepler-1233 b,b,2.6,,,45.1263042,,,6198.0,1.25,1.16,,2016,Transit,Kepler,1,297.3750954,46.6622201,Neptune-like,2016+,False
Kepler-124 b,b,1.228,,,,,198.843,4960.0,0.756,,,2014,Transit,Kepler,1,286.7527322,49.0648788,Earth-like,2010–2015,False
Kepler-77 b,b,10.64,,,3.578780551,,,5628.0,1.0,0.99,,2013,Transit,Kepler,1,289.6079433,44.3454347,Gas Giant,2010–2015,False
Kepler-342 b,b,1.82,,,15.17026179,868.0,134.29,6475.0,1.178,1.2,,2014,Transit,Kepler,1,292.6780488,46.7266813,Super-Earth,2010–2015,False
Kepler-98 b,b,1.82,,,1.541676628,1437.0,1007.55,5580.0,0.886,0.989,,2014,Transit,Kepler,1,285.6616933,37.9645672,Super-Earth,2010–2015,False
Kepler-301 b,b,1.47,,,2.508554095,,,5717.0,0.96,0.98,,2014,Transit,Kepler,1,283.982904,49.2329512,Super-Earth,2010–2015,False
Kepler-110 b,b,2.96,,,12.69105209,1067.0,306.75,5887.0,1.843,1.075,,2014,Transit,Kepler,1,292.9291693,48.6028303,Neptune-like,2010–2015,False
Kepler-256 c,c,1.54,,,3.388008,1165.0,,5870.0,0.89,1.0,,2014,Transit,Kepler,1,292.58042,46.0973588,Super-Earth,2010–2015,False
Kepler-1015 b,b,2.803,,,16.00494214,,180.0,6443.0,1.451,1.265,,2016,Transit,Kepler,1,292.7573088,43.4268439,Neptune-like,2016+,False
Kepler-878 b,b,1.87,,,25.9422033,502.0,15.07,5121.0,0.762,0.723,,2016,Transit,Kepler,1,285.2962562,46.6034497,Super-Earth,2016+,False
Kepler-1190 b,b,1.33,,,10.45843441,,,4730.0,0.72,0.76,,2016,Transit,Kepler,1,284.9996582,49.4799506,Super-Earth,2016+,False
Kepler-60 c,c,2.049,3.84,2.414964,8.9,,,6024.0,1.434,1.131,,2012,Transit,Kepler,1,288.9612535,42.2650472,Neptune-like,2010–2015,False
K2-22 b,b,2.5,444.962,,0.381078,2100.0,,3830.0,0.57,0.6,M0 V,2015,Transit,K2,1,169.4827046,2.6190363,Neptune-like,2010–2015,False
Kepler-339 d,d,1.28,,,10.55838956,,,5571.0,0.9,0.93,,2014,Transit,Kepler,1,293.351701,48.4445922,Super-Earth,2010–2015,False
Kepler-826 b,b,1.37,,,4.48758768,1305.0,684.07,6060.0,1.257,0.972,,2016,Transit,Kepler,1,284.8601128,39.2405076,Super-Earth,2016+,False
Kepler-1270 b,b,3.12,,,6.0331,1482.0,,5172.0,3.04,1.38,,2016,Transit,Kepler,1,286.7156676,48.6452552,Neptune-like,2016+,False
Kepler-1998 b,b,0.6,,,3.03267135,1187.0,468.31,5640.0,0.921,0.962,,2023,Transit,Kepler,1,283.4291536,47.5923973,Earth-like,2016+,False
Kepler-1943 b,b,1.1,,,4.85018974,1098.0,344.04,6032.0,0.973,1.055,,2021,Transit,Kepler,1,293.3182976,41.1166697,Earth-like,2016+,False
Kepler-235 c,c,1.22,,,7.82501206,478.0,12.36,3887.0,0.48,0.51,,2014,Transit,Kepler,1,286.0790779,39.278237,Earth-like,2010–2015,False
Kepler-270 c,c,1.71,,,25.2630467,756.0,77.24,6071.0,1.41,1.156,,2014,Transit,Kepler,1,282.2001207,44.4222795,Super-Earth,2010–2015,False
Kepler-988 b,b,2.17,,,17.76080053,393.0,5.65,3950.0,0.56,0.561,,2016,Transit,Kepler,1,290.7082585,42.2372245,Neptune-like,2016+,False
Kepler-301 d,d,1.66,,,13.75129636,725.0,65.24,5814.0,0.881,0.944,,2014,Transit,Kepler,1,283.982904,49.2329512,Super-Earth,2010–2015,False
Kepler-1789 b,b,3.24,,,80.2321467,380.0,4.91,5436.0,0.888,0.92,,2021,Transit,Kepler,1,282.8631419,41.7966332,Neptune-like,2016+,False
Kepler-1499 b,b,1.19,,,44.2008,409.0,6.59,5002.0,0.753,0.723,,2016,Transit,Kepler,1,283.986348,41.6505091,Earth-like,2016+,False
Kepler-92 b,b,3.58,,,13.7488263,978.0,216.31,5871.0,1.703,1.207,,2013,Transit,Kepler,1,289.0860607,41.5630224,Neptune-like,2010–2015,False
Kepler-37 d,d,1.922,,,39.792232,,,5391.0,0.79137,0.94,,2013,Transit,Kepler,1,284.0592503,44.5183733,Super-Earth,2010–2015,False
TOI-733 b,b,1.94753,,,4.8847937,1076.0,223.094,5969.0,0.94,,,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,159.4093183,-40.888259,Super-Earth,2016+,False
Kepler-562 b,b,6.089,,,,,67.435,5823.0,1.077,,,2016,Transit,Kepler,1,290.1196007,46.2737393,Gas Giant,2016+,False
Kepler-276 b,b,2.73,,,14.12847677,739.0,70.5,5779.0,0.974,1.037,,2014,Transit,Kepler,1,293.568197,39.0363123,Neptune-like,2010–2015,False
Kepler-361 b,b,1.29,,,8.48653576,1048.0,285.35,6327.0,1.175,1.064,,2014,Transit,Kepler,1,296.8034146,46.7411011,Super-Earth,2010–2015,False
Kepler-345 c,c,1.33,,,9.38742889,,,4515.0,0.68,0.72,,2014,Transit,Kepler,1,295.2288521,45.9710432,Super-Earth,2010–2015,False
Kepler-1052 b,b,2.693,,,,,20.976,5738.0,0.95,,,2016,Transit,Kepler,1,295.34273,46.6022134,Neptune-like,2016+,False
Kepler-385 c,c,2.07,,,15.16342,779.0,,6084.0,1.04,1.1,,2014,Transit,Kepler,1,294.3385109,50.3365178,Neptune-like,2010–2015,False
Kepler-155 b,b,2.09,,,5.931194,,,4508.0,0.62,,,2014,Transit,Kepler,1,288.4957831,51.0819286,Neptune-like,2010–2015,False
TOI-1799 b,b,1.42238884,4.0,7.51,7.085738,922.72,,5698.0,0.9536,0.9406,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,167.2329152,34.3030149,Super-Earth,2016+,False
Kepler-254 c,c,2.52,,,12.41211,772.0,,5956.0,0.92,1.021,,2014,Transit,Kepler,1,288.1646541,45.8164257,Neptune-like,2010–2015,False
Kepler-189 b,b,1.21,,,10.399931,,,5235.0,0.75,,,2014,Transit,Kepler,1,287.5646296,44.3050662,Earth-like,2010–2015,False
Kepler-290 c,c,3.35,,,36.7704731,,,4958.0,0.75,0.79,,2014,Transit,Kepler,1,286.4100307,42.6815137,Neptune-like,2010–2015,False
TOI-1266 b,b,2.52,4.46,1.54,10.8945,415.0,,3563.0,0.4232,0.437,M2,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,197.9965833,65.8336973,Neptune-like,2016+,False
KOI-351 e,e,2.646,,,,,10.228,6015.0,1.211,,,2013,Transit,Kepler,1,284.4334642,49.3051239,Neptune-like,2010–2015,False
Kepler-393 c,c,1.4,,,14.6134251,1052.0,289.17,6735.0,1.604,1.315,,2014,Transit,Kepler,1,290.995205,45.192188,Super-Earth,2010–2015,False
Kepler-26 d,d,1.319,,,,,56.439,4049.0,0.604,0.643,,2014,Transit,Kepler,1,284.9410627,46.5664505,Super-Earth,2010–2015,False
K2-12 b,b,2.44,5.2,1.6,8.28246,1026.0,185.0,5672.0,1.117,0.965,,2015,Transit,K2,1,173.1919022,2.2446794,Neptune-like,2010–2015,False
Kepler-975 b,b,1.48,,,1.970342457,,,4897.0,0.75,0.8,,2016,Transit,Kepler,1,290.54851,38.4952415,Super-Earth,2016+,False
Kepler-130 b,b,1.03,,,8.45746707,977.0,215.58,5884.0,1.127,0.934,,2014,Transit,Kepler,1,288.4505905,40.2452006,Earth-like,2010–2015,False
Kepler-31 d,d,4.2,,,87.6472,480.0,,6514.0,1.15,1.208,,2014,Transit,Kepler,1,294.0230229,45.8530535,Neptune-like,2010–2015,False
Kepler-439 b,b,2.33,,,178.140456,284.0,1.54,5592.0,0.782,0.856,,2015,Transit,Kepler,1,280.8015188,44.0339733,Neptune-like,2010–2015,False
Kepler-1047 b,b,1.79,,,56.1886887,468.0,11.39,5798.0,0.958,0.98,,2016,Transit,Kepler,1,288.6462564,50.7889645,Super-Earth,2016+,False
Kepler-297 c,c,6.86,,,74.92771752,,,5801.0,0.95,0.98,,2014,Transit,Kepler,1,283.2091605,48.7776156,Gas Giant,2010–2015,False
Kepler-1859 c,c,1.32,,,3.5964055,1310.0,696.11,6190.0,1.068,1.025,,2023,Transit,Kepler,1,293.9886751,46.7179996,Super-Earth,2016+,False
Kepler-1879 b,b,1.79,,,10.61345435,,242.6,5875.0,1.442,1.036,,2021,Transit,Kepler,1,289.3644209,41.5332589,Super-Earth,2016+,False
EPIC 249893012 b,b,1.95,8.75,6.39,3.5951,1616.0,1037.0,5430.0,1.71,1.05,G8 IV/V,2020,Transit,K2,1,228.2482353,-16.7246474,Super-Earth,2016+,False
Kepler-741 b,b,2.48,,,7.03902374,1041.0,277.52,6319.0,1.032,1.084,,2016,Transit,Kepler,1,289.4317294,46.6174978,Neptune-like,2016+,False
Kepler-235 d,d,2.246,,,,,5.124,4000.0,0.591,0.631,,2014,Transit,Kepler,1,286.0790779,39.278237,Neptune-like,2010–2015,False
HATS-51 b,b,15.80469,244.09344,0.34,3.3488702,1553.0,,5758.0,1.44,1.187,,2017,Transit,HATSouth,1,102.8474248,-29.0586551,Gas Giant,2016+,False
Kepler-1382 b,b,1.21,,,16.35834,715.0,,5983.0,0.93,1.029,,2016,Transit,Kepler,1,295.3774182,39.0480365,Earth-like,2016+,False
Kepler-288 b,b,1.64,,,6.09750607,1068.0,307.62,5918.0,1.068,0.931,,2014,Transit,Kepler,1,288.9163997,39.5947523,Super-Earth,2010–2015,False
Kepler-1726 b,b,2.44,,,18.39628156,630.0,37.34,5470.0,0.884,0.854,,2021,Transit,Kepler,1,284.3861498,45.7197342,Neptune-like,2016+,False
Kepler-1313 b,b,3.56,,,3.833091178,1432.0,994.01,5351.0,1.671,0.849,,2016,Transit,Kepler,1,292.388582,42.2332767,Neptune-like,2016+,False
TOI-4515 b,b,12.26639677,,,15.26646581815,650.43,42.2987,5420.82,0.874078,,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,21.1861778,21.5130638,Gas Giant,2016+,False
Kepler-1182 b,b,2.357,,,,,197.882,5924.0,1.313,,,2016,Transit,Kepler,1,296.3079895,43.8213706,Neptune-like,2016+,False
Kepler-1852 b,b,1.88610592,,,7.970940113,,,5237.0,0.826,0.927,,2021,Transit,Kepler,1,288.0297157,40.3441934,Super-Earth,2016+,False
Kepler-392 b,b,0.968,,,5.34185804,,447.2,5951.0,1.141,0.874,,2014,Transit,Kepler,1,288.660826,43.3681938,Earth-like,2010–2015,False
Kepler-972 b,b,4.1,,,7.039324,1050.0,,6103.0,1.11,1.05,,2016,Transit,Kepler,1,295.828679,43.4254371,Neptune-like,2016+,False
K2-211 b,b,1.3,,,0.669532,,,5360.0,0.79,,,2018,Transit,K2,1,21.1061587,1.7049101,Super-Earth,2016+,False
CoRoT-9 b,b,11.623733,262.52758,0.92,95.2738,413.0,,5625.0,0.938,0.96,,2009,Transit,CoRoT,1,280.7866461,6.2040783,Gas Giant,Pre-2010,False
HATS-30 b,b,14.91722558,,,3.17435042405,1320.65,718.9097,5943.0,1.15706,,,2016,Transit,HATSouth,1,5.618525,-59.9425892,Gas Giant,2016+,False
Kepler-60 d,d,1.99,4.16,2.91,11.8981,,161.0,5905.0,1.257,1.041,,2012,Transit,Kepler,1,288.9612535,42.2650472,Super-Earth,2010–2015,False
Kepler-356 b,b,1.3,,,4.61268045,1207.0,501.53,6129.0,1.108,1.072,,2014,Transit,Kepler,1,292.4210998,37.6827919,Super-Earth,2010–2015,False
Kepler-292 e,e,2.5,,,11.97865,727.0,,5447.0,0.88,0.834,,2014,Transit,Kepler,1,295.7661979,42.4242822,Neptune-like,2010–2015,False
Kepler-18 c,c,4.99,,,7.641571533,,,5487.0,1.06,0.94,,2011,Transit,Kepler,1,298.0794448,44.746248,Neptune-like,2010–2015,False
Kepler-24 b,b,2.4,508.5,,8.1453,,,5800.0,1.07,1.03,,2011,Transit,Kepler,1,290.4132621,38.3437283,Neptune-like,2010–2015,False
Kepler-1755 b,b,4.4,,,24.81093193,631.0,37.43,6086.0,0.921,1.003,,2021,Transit,Kepler,1,296.846092,40.1385777,Neptune-like,2016+,False
Kepler-972 b,b,4.67,,,7.03932913,1060.0,298.33,5846.0,1.24,1.064,,2016,Transit,Kepler,1,295.828679,43.4254371,Neptune-like,2016+,False
Kepler-930 b,b,2.8,,,71.45245,555.0,,6130.0,1.47,1.11,,2016,Transit,Kepler,1,298.3144494,42.2473698,Neptune-like,2016+,False
Kepler-155 c,c,2.29,,,52.66187,319.0,,4526.0,0.606,0.635,,2014,Transit,Kepler,1,288.4957831,51.0819286,Neptune-like,2010–2015,False
Kepler-603 d,d,1.81,,,6.21716039,1098.0,343.21,5751.0,1.247,1.018,,2016,Transit,Kepler,1,294.2809679,42.2909295,Super-Earth,2016+,False
Kepler-131 c,c,0.77,,,25.5170646,600.0,30.65,5791.0,0.958,1.071,,2014,Transit,Kepler,1,288.5308924,40.942373,Earth-like,2010–2015,False
Kepler-1050 c,c,1.349,,,,,40.644,5846.0,1.01,,,2016,Transit,Kepler,1,282.9249847,48.6264015,Super-Earth,2016+,False
WASP-145 A b,b,10.0881,282.8687,1.6,1.7690381,1200.0,,4900.0,0.68,0.76,K2 V,2018,Transit,SuperWASP-South,1,322.2537644,-58.8361466,Gas Giant,2016+,False
Kepler-347 b,b,2.865,,,12.7983044,,180.4,5704.0,1.437,0.922,,2014,Transit,Kepler,1,289.1995995,49.3056404,Neptune-like,2010–2015,False
Kepler-65 c,c,2.91896139,,,5.85993922192,1287.67,649.7356,6149.0,1.5092,,,2012,Transit,Kepler,1,288.6887221,41.1511076,Neptune-like,2010–2015,False
WASP-168 b,b,12.7595,,,4.1536624,1138.0,278.886,5818.8,1.09,,,2018,Transit,SuperWASP-South,1,96.7446427,-46.8213635,Gas Giant,2016+,False
Kepler-1041 b,b,2.59,,,24.7576421,644.0,40.74,6106.0,0.966,1.043,,2016,Transit,Kepler,1,293.8817361,49.6831419,Neptune-like,2016+,False
Kepler-33 b,b,1.32,,,5.66815436,,,6018.0,1.52,1.18,,2011,Transit,Kepler,1,289.0775348,46.0051696,Super-Earth,2010–2015,False
Kepler-823 b,b,1.95,,,4.16809082,1204.0,496.73,5739.0,1.183,1.096,,2016,Transit,Kepler,1,284.5825682,39.2201737,Super-Earth,2016+,False
Kepler-32 e,e,1.11,,,2.896009,714.0,,4061.0,0.524,0.549,,2012,Transit,Kepler,1,297.8423073,46.5743595,Earth-like,2010–2015,False
Kepler-188 c,c,3.08,,,5.996534997,1094.0,338.58,6020.0,1.093,0.989,,2014,Transit,Kepler,1,281.2797173,44.3154743,Neptune-like,2010–2015,False
Kepler-415 b,b,1.23,,,4.17634276,694.0,54.8,4362.0,0.554,0.59,,2014,Transit Timing Variations,Kepler,1,293.8045041,38.6390517,Earth-like,2010–2015,False
Kepler-508 b,b,1.57,,,25.308897,661.0,,5981.0,1.066,1.028,,2016,Transit,Kepler,1,295.4042546,42.9812789,Super-Earth,2016+,False
KOI-7368 b,b,3.94,,,6.842939,805.0,99.24,5225.0,0.827,0.883,,2022,Transit,Kepler,1,293.9476365,48.0652589,Neptune-like,2016+,False
Kepler-11 e,e,4.52,8.4,,31.9959,,,5680.0,1.1,0.95,,2010,Transit,Kepler,1,297.1150949,41.9091092,Neptune-like,2010–2015,False
