pl_name,pl_rade,pl_orbper,sy_snum,sy_pnum,disc_year
Kepler-67 b,2.83,15.72589061,1,1,2013
Kepler-227 b,2.5,9.488102,1,2,2014
Kepler-1078 b,1.9,3.00725242,1,1,2016
Kepler-358 b,2.77,34.0607631,1,2,2014
Kepler-295 c,3.616,,1,3,2014
WASP-47 e,1.808,0.7895933,1,4,2015
Kepler-147 b,1.29,12.6109708,1,2,2014
Kepler-776 b,1.38,4.89718784,1,1,2016
Kepler-1057 b,2.75,14.08827448,1,1,2016
Kepler-490 b,12.13,3.268695154,1,1,2016
WASP-16 b,13.652562,3.1186068,1,1,2009
Kepler-62 f,1.54,267.283301,1,5,2013
Kepler-228 d,3.8,11.09431923,1,3,2014
Kepler-297 c,7.54,74.92771752,1,3,2014
Kepler-342 b,2.06,15.170189,1,4,2014
HD 97658 b,2.12,9.4897116,1,1,2010
Kepler-1724 b,2.45,6.45443377,1,1,2021
Kepler-175 c,3.22,34.0350559,1,2,2014
Kepler-1508 b,0.98,20.7056504,1,1,2016
Kepler-1740 b,3.32321414,8.172400475,1,1,2021
Kepler-1338 b,0.92,0.935118057,1,1,2016
Kepler-1656 b,4.52,31.578651216,1,2,2018
Kepler-267 d,2.31,28.46381,1,3,2014
Kepler-633 c,2.45,23.783247,1,2,2021
Kepler-545 b,2.47,13.24934059,1,1,2016
Kepler-1682 b,2.54,14.83340944,1,1,2020
Kepler-325 c,2.97,12.76224947,1,3,2014
Kepler-813 b,4.23,19.12947603,1,1,2016
Kepler-1800 b,1.59,4.562143,1,1,2021
Kepler-1166 b,1.94,33.2406882,1,1,2016
Kepler-1760 b,1.83,38.326218,1,1,2021
Kepler-397 c,6.01,135.4978256,1,2,2014
Kepler-326 b,3.03,2.248,1,3,2014
Kepler-353 c,1.8,8.41100305,2,2,2014
KELT-2 A b,15.13215,4.11379,2,1,2012
Kepler-549 b,2.501,,1,3,2016
Kepler-377 c,1.58,27.0141783,1,2,2014
Kepler-975 b,3.97,1.970340203,1,2,2016
Kepler-9 b,8.85,19.238,1,3,2010
Kepler-292 f,2.57,20.8342947,1,5,2014
Kepler-187 b,1.45,4.93886507,1,2,2014
Kepler-610 c,2.63,151.86392,1,2,2016
Kepler-1213 b,1.29,5.349791,1,1,2016
Kepler-6 b,14.616536,3.2346996,1,1,2009
Kepler-1328 b,1.342,,1,1,2016
Kepler-30 c,12.159,60.32488611,1,3,2012
Kepler-1069 b,2.02,23.8990296,1,1,2016
Kepler-501 b,4.59,5.640676975,1,2,2016
Kepler-1793 b,2.91,8.77995434,1,1,2021
Kepler-612 b,4.367,,1,1,2016
HAT-P-26 b,7.09629938,4.23421531199,1,1,2010
KOI-94 e,6.56,54.32031,2,4,2013
KOI-3503 c,1.21,31.828,1,2,2021
CoRoT-7 b,1.68,0.853585,1,3,2009
EPIC 212587672 b,1.12,15.2841,1,2,2019
Kepler-62 d,2.122,,1,5,2013
K2-277 b,2.07,6.326763,1,1,2018
TOI-3877 b,12.0574,4.1225477,1,1,2025
Kepler-1578 b,1.24,1.450886907,1,1,2016
Kepler-1669 d,1.14,4.729344,1,3,2023
K2-220 b,2.62,13.68275,1,1,2018
Kepler-229 c,4.879,,1,3,2014
Kepler-206 d,0.967,23.4432353,1,3,2014
Kepler-1352 b,0.81,1.877882748,1,1,2016
KOI-1599.02,1.9,13.6141,1,2,2019
Kepler-1303 b,1.25,7.56127224,1,1,2016
Kepler-919 b,1.93,11.04603384,1,1,2016
Kepler-62 f,1.531,,1,5,2013
WASP-4 b,14.90797,1.33823,1,1,2007
WASP-45 b,12.77826,3.12609,2,1,2011
WASP-99 b,11.43318,5.75251,1,1,2014
TRAPPIST-1 b,1.086,1.51087081,1,7,2016
TRAPPIST-1 c,1.056,2.4218233,1,7,2016
TRAPPIST-1 d,0.772,4.04961,1,7,2016
TRAPPIST-1 e,0.918,6.099615,1,7,2017
TRAPPIST-1 f,1.045,9.20669,1,7,2017
TRAPPIST-1 g,1.127,12.35294,1,7,2017
TRAPPIST-1 h,0.755,20.0,1,7,2017
TRAPPIST-1 h,0.752,18.767,1,7,2017
WASP-20 b,14.34752,,2,1,2015
WASP-5 b,12.218,1.6284296,1,1,2008
WASP-19 b,15.602928,0.788838989,1,1,2009
CoRoT-2 b,16.533275,1.74299609,2,1,2008
WASP-12 b,21.2971,1.0914203,3,1,2008
XO-3 b,13.641,3.1915239,1,1,2007
WASP-12 b,20.40038,1.09142245,3,1,2008
HAT-P-16 b,14.448401,2.7759712,3,1,2010
WASP-99 b,12.3299,5.75251,1,1,2014
WASP-20 b,16.387558,4.8996284,2,1,2015
TrES-3 b,14.975224,1.306186483,1,1,2007
TrES-5 b,13.551681,1.4822446,1,1,2011
WASP-12 b,20.456425,1.0914209,3,1,2008
WASP-19 b,14.68379,0.7888396,1,1,2009
WASP-45 b,13.00244,3.1260876,2,1,2011
WASP-4 b,14.90797,1.338231624,1,1,2007
WASP-5 b,13.170575,1.62842953,1,1,2008
WASP-93 b,14.472,2.7325559,1,1,2016
Kepler-1658 b,11.99363,3.849372784,1,1,2019
XO-3 b,13.641353,3.19153285,1,1,2007
CoRoT-2 b,16.432394,1.74299673,2,1,2008
HAT-P-12 b,10.749431,3.21305929,1,1,2009
CoRoT-2 b,15.849526,1.7429975,2,1,2008
HAT-P-12 b,10.637341,3.2130579,1,1,2009
WASP-12 b,20.389171,1.0914199,3,1,2008
WASP-12 b,21.711833,1.09142,3,1,2008
WASP-4 b,14.807089,1.338231466,1,1,2007
NGTS-6 b,14.863134,0.882059,1,1,2019
WASP-45 b,10.603714,3.126089,2,1,2011
HAT-P-12 b,10.301071,3.21305992,1,1,2009
HAT-P-16 b,14.45961,2.77596,3,1,2010
Kepler-1658 b,11.8,3.8493724,1,1,2019
Kepler-1658 b,13.1,3.849371501,1,1,2019
Kepler-1658 b,13.1,3.849371501,1,1,2019
Kepler-1658 b,12.94,3.849371737,1,1,2019
Kepler-1658 b,13.1,3.849371501,1,1,2019
WASP-4 b,14.8542602,1.33823135801,1,1,2007
TOI-561 c,2.6584,10.778833,1,4,2020
TOI-561 b,1.48867,0.4465713,1,4,2020
TRAPPIST-1 b,1.121,,1,7,2016
TRAPPIST-1 c,1.095,,1,7,2016
TRAPPIST-1 d,0.784,,1,7,2016
TRAPPIST-1 e,0.91,,1,7,2017
TRAPPIST-1 f,1.046,,1,7,2017
TRAPPIST-1 g,1.148,,1,7,2017
TRAPPIST-1 h,0.773,,1,7,2017
TOI-561 b,1.423,0.446578,1,4,2020
TOI-561 c,2.878,10.779,1,4,2020
TOI-561 d,2.53,25.62,1,4,2020
TOI-561 e,2.67,77.23,1,4,2020
TOI-561 b,1.45,0.446573,1,4,2020
TOI-561 c,2.9,10.77892,1,4,2020
Kepler-910 b,0.8,2.364369015,1,1,2016
TOI-782 b,2.59266525,8.02398114684,1,1,2024
HAT-P-16 b,14.448,2.77596,3,1,2010
WASP-4 b,15.636555,1.33823204,1,1,2007
WASP-76 b,20.51247,1.809886,2,1,2016
WASP-93 b,17.900773,2.7325321,1,1,2016
XO-3 b,15.80469,3.19154,1,1,2007
HAT-P-60 b,18.3428,4.7947749,1,1,2021
HAT-P-60 b,18.28184752,4.7947813,1,1,2021
TOI-2406 b,2.94,3.0766896,1,1,2021
TOI-2406 b,2.72261795,3.07668346845,1,1,2021
TRAPPIST-1 b,1.116,1.510826,1,7,2016
TRAPPIST-1 c,1.097,2.421937,1,7,2016
TRAPPIST-1 d,0.788,4.049219,1,7,2016
TRAPPIST-1 e,0.92,6.101013,1,7,2017
TRAPPIST-1 f,1.045,9.20754,1,7,2017
TRAPPIST-1 g,1.129,12.352446,1,7,2017
TRAPPIST-1 h,0.755,18.772866,1,7,2017
XO-3 b,21.85751237,3.1915426,1,1,2007
WASP-19 b,15.86070769,0.78883852,1,1,2009
WASP-120 b,13.61374033,3.6112620581,1,1,2016
NGTS-6 b,8.38889408,0.88206242583,1,1,2019
WASP-19 b,16.41310543,0.78883892649,1,1,2009
WASP-108 b,16.33551942,2.67555212374,1,1,2020
WASP-45 b,10.92571149,3.12607775197,2,1,2011
WASP-5 b,12.96216425,1.6284288331,1,1,2008
WASP-99 b,12.74428382,5.75257972138,1,1,2014
Kepler-1658 b,16.80880008,3.84938455984,1,1,2019
WASP-12 b,22.61545551,1.09143044696,3,1,2008
TrES-3 b,16.75888299,1.3061880169,1,1,2007
WASP-76 b,21.95555489,1.8098810771,2,1,2016
TrES-5 b,14.0641,1.4822451,1,1,2011
TOI-1448 b,2.63540428,8.09708185596,1,1,2024
HAT-P-16 b,15.4018,2.7759678,3,1,2010
WASP-93 b,18.27853749,2.73248092341,1,1,2016
WASP-123 b,14.4339,2.9776446,2,1,2016
TOI-2120 b,2.63461243,5.79981888818,1,1,2024
WASP-136 b,17.75197015,5.21536178778,1,1,2016
WASP-113 b,17.3816,4.5421594,1,1,2016
XO-3 b,16.4091,3.1915257,1,1,2007
HAT-P-12 b,11.0975,3.2130578,1,1,2009
WASP-20 b,15.9746,4.8996461,2,1,2015
WASP-140 b,13.4367443,2.23598645524,2,1,2016
CoRoT-2 b,16.92270968,1.74301433466,2,1,2008
WASP-114 b,14.50617801,1.54872452039,2,1,2016
HAT-P-28 b,12.35693611,3.25738980165,1,1,2011
HATS-50 b,13.6062073,3.83041624765,1,1,2017
Kepler-1568 b,1.294,,1,1,2016
Kepler-636 b,3.58,16.080672,2,1,2016
Kepler-296 c,1.38,5.841636615,2,5,2014
KELT-23 A b,14.688,2.2552845,2,1,2019
Kepler-1150 b,2.41,2.787868386,2,1,2016
Kepler-1747 b,4.11,6.230330323,1,1,2021
Kepler-656 b,3.69,1.260259094,1,2,2016
Kepler-1161 b,1.93,10.71252541,1,1,2016
Kepler-464 b,3.3,7.256965224,1,1,2016
Kepler-1301 b,1.35,9.08233411,1,1,2016
TOI-1710 b,5.15,24.283382,2,1,2022
Kepler-342 e,0.88,1.644224613,1,4,2016
Kepler-585 b,2.54,2.752359689,1,1,2016
K2-199 b,1.88203097,3.225423,1,2,2018
Kepler-1987 e,1.58,8.74306,1,4,2023
Kepler-1083 b,3.221,,1,1,2016
Kepler-901 b,1.21,3.517494394,1,1,2016
Kepler-263 c,2.18,47.3329299,1,2,2014
Kepler-520 b,1.66,19.67416124,1,2,2016
Kepler-271 b,0.89,5.217738,1,3,2014
Kepler-1197 b,1.15,2.03231845,1,1,2016
K2-180 b,2.24179614,8.8665,1,1,2018
Kepler-1312 b,1.8,5.448325286,1,2,2016
Kepler-1965 b,1.06,41.8673672,1,1,2021
TOI-3135 b,13.65253849,3.7065585,1,1,2025
K2-75 c,2.31,18.283257,1,2,2016
Kepler-1152 b,1.07,1.646819,1,1,2016
Kepler-186 c,1.26,7.26737224,1,5,2014
Kepler-1327 b,1.776,14.88801098,1,1,2016
Kepler-368 c,1.42,72.381301,1,2,2014
WASP-31 b,17.228233,3.405909,1,1,2010
Kepler-1381 b,2.41,25.3842686,1,1,2016
Kepler-369 b,1.6,2.732786,1,2,2014
Kepler-374 d,1.31,5.028219,1,3,2014
Kepler-1292 b,1.82,3.27646405,1,1,2016
Kepler-357 d,2.2,49.50081,1,3,2014
Kepler-107 c,1.86,4.90143807,1,4,2014
Kepler-1229 b,1.66,86.8299,1,1,2016
Kepler-463 b,4.95,8.981016833,1,1,2016
Kepler-149 d,4.28,160.0191598,1,3,2014
Kepler-430 b,2.647,,1,2,2015
Kepler-759 b,2.4,41.81287,1,1,2016
Kepler-415 c,2.62,8.70797904,1,2,2014
Kepler-634 b,2.06,5.16949729,1,1,2016
Kepler-149 c,2.66,55.3285,1,3,2014
Kepler-944 b,2.42,43.3167427,1,1,2016
Kepler-237 c,2.221,,1,2,2014
Kepler-223 d,5.24,14.78869,1,4,2014
Kepler-1316 b,3.39,87.9724227,1,1,2016
Kepler-1747 b,3.7,6.230335,1,1,2021
Kepler-422 b,12.89035,7.8914483,1,1,2014
XO-7 b,15.35630356,2.864142,1,1,2019
Kepler-1050 b,1.51,15.3787546,1,2,2016
Kepler-1669 c,1.81,1.60932168,1,3,2021
Kepler-165 b,2.042,,1,2,2014
KOI-3503 c,0.8,31.8245304,1,2,2021
WASP-148 b,8.0704661,8.80381,1,2,2020
Kepler-1455 b,1.93,49.27668,1,1,2016
Kepler-1448 b,1.73,12.27065865,1,1,2016
Kepler-186 c,1.14,7.26731094,1,5,2014
Kepler-80 e,1.6,4.64535284,1,6,2014
Kepler-935 b,1.55,4.88084456,1,1,2016
Kepler-1366 b,1.43,2.164570968,1,1,2016
Kepler-431 c,0.92,8.70337044,1,3,2015
Kepler-178 d,2.99,96.6781926,1,3,2014
Kepler-1356 b,1.45,0.634002937,1,1,2016
Kepler-317 c,1.609,,1,2,2014
Kepler-176 c,2.56,12.759,1,4,2014
Kepler-639 b,2.806,,1,1,2016
Kepler-326 b,1.25,2.248288213,1,3,2014
KOI-13 b,20.5,1.7635892,3,1,2011
TOI-6041 b,4.39378,1094.062167,1,2,2025
TOI-561 b,1.425,0.4465688,1,4,2020
TOI-561 c,2.91,10.778831,1,4,2020
TOI-561 d,2.82,25.7124,1,4,2020
TOI-561 e,2.55,77.03,1,4,2020
TOI-561 b,1.37,0.4465688,1,4,2020
TOI-561 c,2.91,10.778831,1,4,2020
TOI-561 d,2.82,25.7124,1,4,2020
TOI-561 e,2.55,77.03,1,4,2020
TRAPPIST-1 b,1.20389172,1.51094471179,1,7,2016
HAT-P-12 b,15.24421375,,1,1,2009
TOI-561 d,2.87813921,25.7122157303,1,4,2020
TOI-782 b,2.734,8.0240015,1,1,2024
TOI-1448 b,2.749,8.112245,1,1,2024
TOI-2120 b,2.122,5.7998164,1,1,2024
TOI-2406 b,2.86,3.0766891,1,1,2021
WASP-76 b,20.68056939,1.80988158,2,1,2016
WASP-76 b,20.78145022,1.80988198,2,1,2016
TOI-561 b,1.45661206,0.44656895,1,4,2020
TOI-561 c,2.92706747,10.778849,1,4,2020
TOI-561 d,2.72148317,25.71255,1,4,2020
WASP-136 b,15.46839337,5.215357,1,1,2016
TOI-561 e,3.18580584,,1,4,2020
WASP-12 b,22.02564708,1.091418901,3,1,2008
TOI-561 b,1.397,0.4465697,1,4,2020
TOI-561 c,2.865,10.778838,1,4,2020
TOI-561 d,2.615,25.71268,1,4,2020
TOI-561 e,2.517,77.144,1,4,2020
WASP-4 b,15.12091496,1.338230994,1,1,2007
WASP-4 b,15.51995468,1.338231602,1,1,2007
WASP-76 b,19.39153661,1.809886,2,1,2016
TOI-6041 b,4.55,26.04945,1,2,2025
WASP-108 b,14.39233122,2.676,1,1,2020
WASP-140 b,14.23540549,,2,1,2016
WASP-136 b,16.81347105,,1,1,2016
WASP-120 b,15.58048317,,1,1,2016
HAT-P-16 b,14.68376472,,3,1,2010
WASP-123 b,15.13212395,,2,1,2016
WASP-76 b,20.51243468,,2,1,2016
WASP-20 b,15.46839337,,2,1,2015
WASP-108 b,15.13212395,,1,1,2020
WASP-113 b,16.47720163,,1,1,2016
WASP-93 b,17.26183028,,1,1,2016
TRAPPIST-1 d,0.804,4.049219,1,7,2016
Kepler-213 b,1.33,2.462344253,1,2,2014
Kepler-778 b,1.58,3.75574267,1,1,2016
Kepler-1559 b,0.7,0.971915428,1,1,2016
Kepler-341 d,2.04,27.6666375,1,4,2014
Kepler-249 d,1.21,15.36843606,1,3,2014
Kepler-107 d,1.07,7.95830216,1,4,2014
Kepler-31 c,4.99,42.63416177,1,3,2011
Kepler-94 b,3.045,2.508057352,1,2,2014
Kepler-681 b,3.16,26.39435646,1,1,2016
Kepler-272 b,1.46,2.9713641,1,3,2014
Kepler-357 c,2.51,16.85825609,1,3,2014
HD 108236 b,1.55313499,3.79588997084,1,5,2020
Kepler-267 b,2.0,3.353707,1,3,2014
Kepler-82 b,3.95,26.444,1,5,2012
Kepler-1241 b,2.63,18.5525701,1,1,2016
Kepler-487 d,2.79,2.418405445,1,3,2021
Kepler-1165 c,2.0,29.9686052,1,2,2021
K2-136 d,1.45,25.575065,2,3,2017
Kepler-452 b,1.13,384.843022,1,1,2015
Kepler-278 b,4.23,30.159863,1,2,2014
Kepler-1978 b,3.17,10.84965239,1,1,2023
Kepler-694 b,2.8,6.365841612,1,1,2016
Kepler-142 c,2.78,4.761705259,1,3,2014
Kepler-17 b,14.48,1.485710994,1,1,2011
WASP-10 b,11.960003,3.0927616,1,1,2008
TOI-4773 b,14.14533494,1.74548279134,1,1,2025
Kepler-612 b,2.33,3.722158895,1,1,2016
HR 858 d,2.001,11.230511,2,3,2019
Kepler-1298 b,1.494,7.12811928,1,1,2016
Kepler-1566 b,0.68,0.539915238,1,1,2016
Kepler-1152 b,1.03,1.65,1,1,2016
Kepler-633 c,2.45,23.783247,1,2,2021
Kepler-851 b,1.69,8.50691,1,1,2016
Kepler-896 b,2.6,144.547396,1,2,2016
NGTS-9 b,11.21102312,4.4352884,1,1,2019
LP 714-47 b,4.95231335,4.0520368,1,1,2020
Kepler-41 b,9.98,1.855558,1,1,2011
Kepler-36 b,1.45,13.84984567,1,2,2012
K2-35 c,2.2,5.6084,1,2,2016
Kepler-19 b,2.209,9.2869944,1,3,2011
Kepler-784 c,1.77499998,17.15699959,1,2,2023
Kepler-215 d,2.45,30.86437869,1,4,2014
Kepler-538 b,2.26,81.73780699,2,1,2016
Kepler-1355 b,1.38,1.2895886,1,1,2016
Kepler-647 b,1.15,16.2254649,1,2,2016
Kepler-972 b,4.405,,1,1,2016
Kepler-913 b,2.62,10.29672521,1,2,2016
Kepler-100 d,1.5,35.3330866,1,4,2014
Kepler-1866 b,2.08,11.6601667,1,1,2021
Kepler-1228 b,1.54,0.577369579,1,1,2016
KELT-3 b,15.076,2.7033904,2,1,2013
Kepler-1859 c,1.66,3.59645081,1,2,2023
Kepler-1915 b,3.15,13.8354142,1,1,2021
Kepler-613 b,2.3,15.77955,1,1,2016
Kepler-261 c,2.1,24.57081569,1,2,2014
Kepler-100 d,1.61,35.3331,1,4,2014
WASP-47 d,3.18,9.03164,1,4,2015
HAT-P-14 b,13.663771,4.6276691,2,1,2010
Kepler-1208 b,2.32,11.08507637,1,1,2016
Kepler-1370 b,2.035,20.2641684,1,2,2016
Kepler-1419 b,2.6,42.52146,1,1,2016
Kepler-1892 b,1.41,6.33127,1,1,2021
Kepler-393 c,1.17,14.6134251,1,2,2014
PDS 70 b,14.5717,43500.0,1,2,2018
Kepler-975 b,1.5,1.9703213,1,2,2016
Kepler-1825 b,1.35,1.025857703,1,1,2021
Kepler-127 d,2.554,,1,3,2014
Kepler-168 c,2.79,13.1932092,1,2,2014
Kepler-1482 b,1.276,12.25383217,1,1,2016
Kepler-1987 b,1.27,2.345858578,1,4,2023
WASP-47 d,3.71,9.095,1,4,2015
Kepler-273 c,1.98,8.014927,1,2,2014
Kepler-554 b,4.617,,1,1,2016
Kepler-275 b,2.2,10.30067919,1,3,2014
CoRoT-32 b,6.38913,6.71837,1,1,2018
Kepler-387 b,1.03,6.791636,1,2,2014
Kepler-1370 b,2.466,,1,2,2016
Kepler-1701 b,2.008,169.133455,1,1,2020
Kepler-276 b,2.64,14.12846178,1,3,2014
Kepler-79 e,3.01,81.0637895,1,4,2014
Kepler-103 c,5.42,179.6076602,1,2,2014
Kepler-279 c,3.57,35.7355719,1,4,2013
Kepler-278 c,3.59,51.078775,1,2,2014
Kepler-152 c,2.56,88.2553544,1,2,2014
Kepler-222 d,3.563,28.08194365,1,3,2014
Kepler-986 b,2.09,56.4349938,1,1,2016
Kepler-1177 b,2.01,106.247882,1,1,2016
TOI-481 b,11.09691,10.33111,1,1,2020
Kepler-102 f,0.753,27.4537294,1,5,2014
Kepler-734 b,4.03,6.104852856,1,1,2016
Kepler-477 b,1.84,11.11990653,2,1,2016
Kepler-422 b,12.89,7.8914483,1,1,2014
Kepler-774 b,2.2,11.08942,1,1,2016
Kepler-262 c,1.75,21.85362905,1,2,2014
Kepler-1331 b,1.05,0.789161653,1,1,2016
K2-3 c,1.644,24.6491,1,3,2015
Kepler-998 b,2.303,,1,1,2016
Kepler-218 d,2.66,124.5244647,1,3,2016
Kepler-614 b,2.35,14.03491514,1,1,2016
Kepler-113 b,1.9,4.75400115,1,2,2014
Kepler-1965 b,1.06,41.8673672,1,1,2021
LHS 1678 c,0.982,3.694247,2,3,2021
TOI-2525 b,9.72671289,23.34185356866,1,2,2023
Kepler-918 b,1.74,4.85386933,1,1,2016
Kepler-444 b,0.5,3.60011712,3,5,2015
Kepler-293 c,3.81,54.1561078,1,2,2014
Kepler-758 e,1.879,,1,4,2016
TOI-1444 b,1.42,0.470269,1,1,2021
Kepler-345 b,0.79,7.41557859,1,2,2014
HD 23472 d,0.757588,3.9766833,1,5,2022
Kepler-1388 d,2.43,20.9568158,1,4,2016
Kepler-552 b,3.5,5.2634076,1,1,2016
Kepler-1906 b,1.86,7.36272124,1,1,2021
Kepler-333 c,1.338,,2,2,2014
Kepler-1137 b,2.23,23.9210791,1,1,2016
Kepler-1562 b,4.72,64.2737752,1,1,2016
WASP-173 A b,13.45077684,1.3866532,2,1,2018
KOI-1599.01,1.9,20.4415,1,2,2019
TOI-6086 b,0.96506187,1.38885844017,1,1,2024
Kepler-723 b,10.85,4.082275068,1,1,2016
Kepler-909 b,1.66,13.93291548,1,1,2016
Kepler-164 c,2.69,10.94577222,1,4,2014
Kepler-63 b,5.76,9.434151089,1,1,2013
Kepler-1019 b,1.36,1.411229847,1,1,2016
Kepler-578 b,2.54,1.616883696,1,1,2016
Kepler-313 b,1.91,14.9702081,1,2,2014
CoRoT-13 b,9.919965,4.03519,1,1,2010
Kepler-1512 b,1.18,20.35972599,1,1,2016
MASCARA-1 b,17.90074218,2.14877381,1,1,2017
Kepler-543 b,2.43,13.89961966,1,1,2016
Kepler-887 c,1.198,,1,2,2016
Kepler-1894 b,1.26,2.76263462,1,2,2021
Kepler-138 b,0.64,10.31320643,1,4,2014
Kepler-1322 c,1.64,6.46008273,1,2,2021
Kepler-242 c,2.82,14.49643531,1,2,2014
Kepler-57 c,1.789,,1,2,2012
Kepler-169 f,3.12,87.0905994,1,5,2014
TOI-1694 b,5.48002658,3.77012960887,1,2,2023
Kepler-755 c,1.36,2.853133997,2,2,2016
Kepler-254 b,4.0,5.826659,1,3,2014
Kepler-148 d,8.1,51.846913,1,3,2016
Kepler-325 d,3.01,38.7146833,1,3,2014
HD 189733 b,14.12,2.219,2,1,2005
Kepler-378 b,2.38,16.09231474,1,2,2014
Kepler-406 b,1.32,2.426300839,1,2,2014
Kepler-262 b,1.361,,1,2,2014
Kepler-1987 b,1.23,2.345863002,1,4,2023
Kepler-991 b,2.73,82.53186,1,1,2016
Kepler-1263 b,1.03,4.551433,1,1,2016
L 98-59 d,3.04528,7.4507305,1,5,2019
Kepler-370 c,1.91,19.023152,1,2,2014
Kepler-226 b,1.59,3.94104632,1,3,2014
HAT-P-41 b,18.887,2.694047,2,1,2012
HAT-P-43 b,14.359,3.332687,1,1,2012
KOI-12 b,13.4,17.855149,1,2,2015
Kepler-883 b,1.78,12.98495573,1,1,2016
Kepler-265 c,2.41,17.02902105,1,4,2014
Kepler-550 b,4.42,8.600104109,1,1,2016
Kepler-48 d,1.98,42.89605505,1,5,2014
Kepler-1409 b,0.963,0.764864926,1,1,2016
Kepler-883 b,1.53,12.98495573,1,1,2016
Kepler-544 b,1.97,21.41664,1,1,2016
WASP-31 b,17.37395,3.4,1,1,2010
Kepler-193 b,3.04,11.38840217,1,2,2014
K2-321 b,2.32710652,2.29799150846,1,1,2020
Kepler-2000 b,2.59,6.383163462,1,2,2023
Kepler-42 d,0.57,1.865169,1,3,2011
Kepler-152 c,2.96,88.2553729,1,2,2014
Kepler-1922 b,1.47,13.2226208,1,1,2021
Kepler-118 c,5.899,,1,2,2014
Kepler-157 c,2.24,13.5405,1,3,2014
Kepler-1670 b,2.8,20.4998763,1,1,2020
Kepler-377 b,1.16,12.5094525,1,2,2014
TOI-4791 b,13.0113,4.2809767,1,1,2023
Kepler-210 b,2.94,2.453234,1,2,2014
K2-277 b,2.2,6.326796,1,1,2018
Kepler-270 c,1.5,25.2630268,1,2,2014
Kepler-289 b,2.43,34.543901,1,4,2014
Kepler-1889 b,2.59,37.3037619,1,1,2021
Kepler-368 b,2.18,26.8476325,1,2,2014
Kepler-324 c,3.25,51.8096695,1,4,2014
Kepler-294 c,2.8,6.62643626,1,2,2014
Kepler-9 d,1.48,1.59295975,1,3,2010
Kepler-363 b,1.323,,1,3,2014
Kepler-257 c,3.932,6.581478842,1,3,2014
Kepler-323 c,1.57,3.5538229,1,2,2014
Kepler-135 c,1.392,,1,2,2014
Kepler-124 b,0.8,3.41045424,1,3,2014
WASP-2 b,12.116929,2.152175,2,1,2007
TOI-2076 d,3.17021,35.1257472,1,4,2021
Kepler-1211 b,2.69,11.01816836,1,1,2016
Kepler-1958 b,1.62,9.32867952,1,1,2021
Kepler-817 b,8.02,3.990106229,1,1,2016
Kepler-1904 b,1.37,4.57699384,1,1,2021
Kepler-84 c,2.94,12.88296485,1,5,2012
Kepler-519 b,2.1,24.3078946,2,1,2016
Kepler-410 A b,2.838,17.833648,2,1,2013
Kepler-610 b,3.28,6.996926554,1,2,2016
Kepler-967 c,2.86,198.7112502,1,2,2016
Kepler-487 c,2.62,38.6519976,1,3,2016
Kepler-532 b,2.62,12.92491623,1,1,2016
Kepler-1351 b,0.65,0.916140768,1,1,2016
Kepler-1035 b,1.0,2.714077555,1,1,2016
Kepler-1877 b,0.48,2.37752807,1,1,2021
Kepler-381 c,1.58,13.39155154,1,3,2014
Kepler-945 b,2.79,31.0033814,1,1,2016
Kepler-355 c,3.016,,1,2,2014
Kepler-11 d,3.37,22.68714105,1,6,2010
Kepler-306 b,1.974,,1,4,2014
Kepler-600 b,2.76,23.67513153,1,1,2016
WASP-60 b,9.64,4.3050011,1,1,2012
Kepler-1170 b,2.6,9.98969327,1,1,2016
Kepler-514 b,1.859,,2,1,2016
KOI-142 b,3.78,10.916386,1,3,2013
Kepler-107 c,1.597,4.901452,1,4,2014
Kepler-163 c,2.26,21.347262,1,2,2014
Kepler-1614 b,1.56,3.9466141,1,1,2016
Kepler-380 b,1.12,3.930871,1,2,2014
Kepler-953 b,4.21,88.40655258,1,2,2016
Kepler-542 b,1.8,13.14497566,1,1,2016
Kepler-80 d,1.7,3.072149196,1,6,2014
Kepler-1334 b,2.492,,1,1,2016
Kepler-1848 b,2.43,5.60401852,1,1,2021
Kepler-221 c,2.96,5.690584519,1,4,2014
Kepler-1597 b,1.065,,1,1,2016
Qatar-2 b,12.498035,1.33711677,1,1,2011
Kepler-61 b,2.696,,1,1,2013
Kepler-1952 b,1.29,27.2111385,1,1,2021
Kepler-324 b,1.14,4.385315,1,4,2014
Kepler-350 d,2.8,26.13617,1,3,2013
Kepler-375 c,2.65,19.986326,1,2,2014
Kepler-241 c,2.61,36.06595,1,2,2014
Kepler-206 d,1.19,23.44281,1,3,2014
Kepler-339 c,1.18,6.98803345,1,3,2014
K2-189 c,2.48429818,6.67934,1,2,2018
Kepler-1085 b,7.22,219.3217528,1,2,2016
Kepler-1396 b,1.49,18.22077,1,1,2016
Kepler-377 b,1.16,12.5094525,1,2,2014
Kepler-32 f,0.86,0.742956,1,5,2012
Kepler-752 b,2.92,18.82747265,1,1,2016
Kepler-1663 b,3.16,17.604437,1,1,2020
KOI-351 e,2.25,91.94069,1,8,2013
Kepler-319 c,2.96,6.94135824,1,3,2014
Kepler-1456 b,1.14,18.1373829,1,1,2016
Kepler-414 c,3.0,7.170732075,1,2,2014
Kepler-334 d,1.394,25.09852783,1,3,2014
Kepler-1184 b,2.8,53.59923,1,1,2016
Kepler-1954 b,1.27,5.88350251,1,1,2021
Kepler-636 b,2.8,16.080661147,2,1,2016
